env,rung,transport,size_mib,reader,drain,expected_bytes,got_bytes,lost_bytes,sha_match,exit_code,stderr_len,seconds,verdict
kind,3,ws,32,slow,0,33554432,25704448,7849984,no,0,0,24,truncated
kind,3,ws,32,slow,0,33554432,32322560,1231872,no,0,0,31,truncated
kind,3,ws,32,slow,0,33554432,32780283,774149,no,1,446,32,truncated
kind,3,ws,32,slow,0,33554432,33325056,229376,no,0,0,32,truncated
kind,3,ws,32,slow,0,33554432,30962688,2591744,no,1,443,30,truncated
kind,3,spdy,32,slow,0,33554432,32230400,1324032,no,0,0,31,truncated
kind,3,spdy,32,slow,0,33554432,33554432,0,yes,0,0,33,complete
kind,3,spdy,32,slow,0,33554432,30603264,2951168,no,0,0,30,truncated
kind,3,spdy,32,slow,0,33554432,32259072,1295360,no,0,0,30,truncated
kind,3,spdy,32,slow,0,33554432,28688384,4866048,no,0,0,27,truncated
