env,rung,transport,size_mib,reader,drain,expected_bytes,got_bytes,lost_bytes,sha_match,exit_code,stderr_len,seconds,verdict
kind-ci,3,ws,32,slow,0,33554432,19913723,13640709,no,1,377,82,truncated
kind-ci,3,ws,32,slow,5,33554432,33554432,0,yes,0,0,36,complete
kind-ci,3,spdy,32,slow,0,33554432,29793280,3761152,no,0,0,32,truncated
kind-ci,3,spdy,32,slow,5,33554432,33554432,0,yes,0,0,34,complete
